2025-10-20 11:22:01,414 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-10-20 11:22:01,431 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-10-20 11:22:01,432 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-10-20 11:22:01,432 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-10-20 11:22:01,451 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-10-20 11:22:01,452 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-10-20 11:22:01,452 INFO  SwAddin.cs: 201 - Setting up command manager
2025-10-20 11:22:01,453 INFO  SwAddin.cs: 204 - Adding command manager
2025-10-20 11:22:01,455 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-10-20 11:22:01,455 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-10-20 11:22:01,455 INFO  SwAddin.cs: 210 - Adding event handlers
2025-10-20 11:22:01,465 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-10-20 11:26:22,692 INFO  SwAddin.cs: 294 - Assembly export called for file Z-Arm 2442C0
2025-10-20 11:26:22,693 INFO  SwAddin.cs: 299 - Save is required
2025-10-20 11:26:22,693 INFO  SwAddin.cs: 313 - Saving assembly
2025-10-20 11:26:22,693 INFO  SwAddin.cs: 316 - Opening property manager
2025-10-20 11:26:22,703 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Z-Arm 2442C0
2025-10-20 11:26:22,706 INFO  ExportHelperExtension.cs: 1136 - Found 16 in Z-Arm 2442C0
2025-10-20 11:26:22,706 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Z-Arm 2442C0
2025-10-20 11:26:22,707 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-10-20 11:26:22,707 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-10-20 11:26:22,708 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Z-Arm 2442C0.stp-1
2025-10-20 11:26:22,708 INFO  ExportHelperExtension.cs: 1136 - Found 18 in Z-Arm 2442C0.stp-1
2025-10-20 11:26:22,708 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Z-Arm 2442C0.stp-1
2025-10-20 11:26:22,709 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Z-Arm 2442C0
2025-10-20 11:26:22,709 INFO  ExportHelperExtension.cs: 1136 - Found 16 in Z-Arm 2442C0
2025-10-20 11:26:22,709 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Z-Arm 2442C0
2025-10-20 11:26:22,709 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-10-20 11:26:22,710 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-10-20 11:26:22,710 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Z-Arm 2442C0.stp-1
2025-10-20 11:26:22,710 INFO  ExportHelperExtension.cs: 1136 - Found 18 in Z-Arm 2442C0.stp-1
2025-10-20 11:26:22,710 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Z-Arm 2442C0.stp-1
2025-10-20 11:26:22,853 INFO  SwAddin.cs: 339 - Loading config tree
2025-10-20 11:26:22,856 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-10-20 11:26:22,859 INFO  SwAddin.cs: 344 - Showing property manager
2025-10-20 11:27:05,955 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-10-20 11:27:33,012 INFO  SwAddin.cs: 294 - Assembly export called for file Z-Arm 2442C0
2025-10-20 11:27:33,013 INFO  SwAddin.cs: 299 - Save is required
2025-10-20 11:27:33,013 INFO  SwAddin.cs: 313 - Saving assembly
2025-10-20 11:27:33,014 INFO  SwAddin.cs: 316 - Opening property manager
2025-10-20 11:27:33,014 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Z-Arm 2442C0
2025-10-20 11:27:33,014 INFO  ExportHelperExtension.cs: 1136 - Found 16 in Z-Arm 2442C0
2025-10-20 11:27:33,014 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Z-Arm 2442C0
2025-10-20 11:27:33,015 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-10-20 11:27:33,015 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-10-20 11:27:33,015 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Z-Arm 2442C0.stp-1
2025-10-20 11:27:33,015 INFO  ExportHelperExtension.cs: 1136 - Found 18 in Z-Arm 2442C0.stp-1
2025-10-20 11:27:33,016 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Z-Arm 2442C0.stp-1
